날짜,회사,그룹,제목,요약,매체,링크,회차
2026-07-14 18:52,우리은행,우리,"[금융 게시판] 우리은행, 1670조원 국민연금 외화금고 재선정…KB·농협...","* 우리은행이 약 1670조원 규모의 국민연금기금 외화금고은행으로 재선정됨 / * 우리은행은 오는 8월부터 2029년 7월까지 3년간 국민연금기금의 외화출납과 외화계좌 관리를 전담하고 KB국민은행은 중소 협력사와 현장 근로자를 보호하는 금융체계 구축에 나서며 NH농협은행은 지역 우수고객을 대상으로 찾아가는 종합자산관리 서비스를 선보임 / * 금융권의 하반기 경쟁은 규모가 큰 기관 고객과 일상적인 금융 수요를 가진 개인·사업자 고객을 동시에 확보하는 방향으로 전개되고 있으며, 은행권은 기관 외환자금 관리부터 산업현장의 대금 지급, 지역 자산관리, 생활형 해외송금, 개인사업자 금융까지 고객군별로 서비스를 세분화하고 있음",,https://www.lcnews.co.kr/news/articleView.html?idxno=204964,3
2026-07-14 18:25,기업은행,정책,"기업은행, 디지털→AX그룹 재편...부행장 3인 신규 선임",* IBK기업은행이 AX그룹과 생산적 포용 금융부를 신설하고 부행장 3인을 신규 선임함 / * 디지털그룹을 AX전략그룹으로 확대 개편하고 생산적 포용 금융부는 첨단·혁신기업에 자금을 공급하고 개인 고객의 재기 지원 업무를 수행함 / * 현장 중심의 책임인사제 구현과 중소기업의 실질적 성장을 이끌어내는 것을 목표로 하는 조직 개편과 인사임,서울경제,https://n.news.naver.com/mnews/article/011/0004641565?sid=101,2
2026-07-14 17:54,네이버페이,핀테크,"정부, 전세사기 진단 서비스 직방·네이버페이 등과 연계",,한국경제,https://n.news.naver.com/mnews/article/015/0005309953?sid=101,2
2026-07-14 17:38,국민은행,KB,국민은행 문수복 이사 사임.... IT ㆍ디지털 전문가 공석,"* KB국민은행의 문수복 독립이사(사외이사)가 사임함 / * 문수복 이사는 디지털 및 IT 분야 전문가로 지난 2022년 3월 국민은행 이사회 멤버로 선임되어 평가보상위원회 위원장과 감사위, 사추위, 감추위, 행추위 등 4개 위원회 위원을 맡아 주요 의사결정에 참여함 / * 국민은행은 후임으로 디지털 및 IT 분야 전문가를 선임할 가능성이 높으며, 현재 3명의 디지털 및 IT 분야 독립이사 후보군을 관리 중임",,https://www.dailybrief.co.kr/news/articleView.html?idxno=6318,2
2026-07-14 17:31,교보생명,비지주,스테이블코인 앞세운 교보생명… 앱 성적표 보니 ‘엇박자 디지털’ [경...,,서울신문,https://n.news.naver.com/mnews/article/081/0003661160?sid=101,2
2026-07-14 17:28,토스,핀테크,"애큐온저축銀, 토스 전용 '개인사업자 모두On 대출' 출시","* 애큐온저축은행이 토스 전용 개인사업자 신용대출 상품인 '개인사업자 모두On 대출'을 출시함 / * 사업주 개인 평가와 사업장 단위 경영 여건을 심사 요소로 포함하는 복합대안신용평가모형을 적용하고, 토스 마이데이터와 한국평가데이터의 1만6000개 상권 데이터를 활용함 / * 대출 금리는 연 11.9~19.9% 수준이고, 한도는 500만원에서 5000만원까지이며, 애큐온저추은행은 대안정보를 활용한 상생 금융상품 개발을 지속적으로 확대할 방침임",아시아경제,https://n.news.naver.com/mnews/article/277/0005789925?sid=101,2
2026-07-14 17:11,산업은행,정책,"아이메디텍, 산업은행 창업지원 'KDB 넥스트원' 광주 1기 선정",* 아이메디텍이 산업은행의 혁신 스타트업 육성 프로그램 'KDB 넥스트원' 광주 1기에 선정됨 / * 독자적 의료기기 기술력과 사업 경쟁력을 인정받아 선정된 아이메디텍은 나노방사 기반 의료기기 기술을 중심으로 혁신 제품을 개발 중임 / * KDB 넥스트원 광주 1기 선정을 계기로 기술 고도화와 사업 경쟁력을 강화하고 바이오헬스 시장에서 글로벌 경쟁력을 갖춘 기업으로 성장할 방침임,머니투데이,https://n.news.naver.com/mnews/article/008/0005385990?sid=101,2
2026-07-14 17:05,토스,핀테크,"서울사랑상품권, 토스 단말기 QR로 '바로 결제', 실물 QR 없이도 간편 이...","* 서울시는 토스 플레이스 결제 단말기 화면에 서울페이+ QR코드를 표시하는 서비스를 시작함 / * 토스 플레이스 단말기와 서울페이+ 플랫폼을 연계해 소비자와 소상공인의 결제 편의성을 높이고, 소상공인의 매장 운영 부담을 줄임 / * 서울시는 민간 결제 인프라와의 협력을 지속 확대할 계획이고, 다음달에는 네이버페이 커넥트 단말기와도 서비스를 연계해 서울사랑상품권 이용 편의성을 높일 방침임",,http://www.enewstoday.co.kr/news/articleView.html?idxno=2448774,3
2026-07-14 17:04,IBK기업은행,정책,"IBK기업은행, 생산적포용금융부 신설…AX 전환 조직도 확대","* IBK기업은행이 생산적포용금융부를 신설하고 디지털그룹을 AX전략그룹으로 재편하는 조직개편을 단행함 / * 생산적포용금융부는 첨단·혁신기업에 대한 자금공급과 개인채무조정 등을 통한 고객 재기지원 업무를 수행하고, AX전략그룹에서는 체계적인 데이터 활용과 내부통제 강화를 위해 조직을 확대·개편함 / * IBK기업은행의 조직개편은 금융·비금융 통합 솔루션을 제공하고, 공급망 생태계 전반의 상생 지원을 확대하는 데 중점을 둔 것으로, 향후 금융 산업의 경쟁력 강화에 기여할 것으로 기대됨",,https://www.ajunews.com/view/20260714170046902,2
2026-07-14 16:56,NH농협은행,NH,"NH농협은행, 시니어 보이스피싱 예방 교육","* NH농협은행이 경북영업부에서 안동시 노인종합복지관에서 시니어 고객을 대상으로 금융사기 예방 교육을 실시함 / * 금융사기 예방 교육은 보이스피싱 사례를 음성으로 청취하고 피해 발생 전후 행동 요령과 신속한 지급정지 활용법을 안내하는 방식으로 진행됨 / * NH농협은행은 금융권 최초로 보이스피싱 보상보험을 시행 중이며, 지역사회와의 지속적인 연대를 강조하며 금융교육과 예방 지원을 지속해 나갈 계획임",,http://www.sisafocus.co.kr/news/articleView.html?idxno=362517,2
2026-07-14 16:53,대신증권,비지주,"엠앤와이즈, 대신증권 통합 메시징 시스템 구축…발송 비용 44% 절감",* 엠앤와이즈가 대신증권의 통합 메시징 시스템 구축을 완료함 / * 앱푸시·RCS·브랜드메시지 등 신규 채널 도입과 시나리오 기반 발송 체계 구축으로 메시지 도달률과 운영 효율이 향상됨 / * 메시지 발송 비용을 44% 절감하고 메시징 업무의 편의성과 운영 효율성을 높이는 효과가 있음,머니투데이,https://n.news.naver.com/mnews/article/008/0005385950?sid=101,2
2026-07-14 16:35,카카오페이,핀테크,"카카오페이손보, 'AI 네이티브' 환경 조성…'키로데이' 개최","* 카카오페이손보가 AWS와 함께 키로 업무 활용 노하우를 공유하는 키로데이를 개최함 / * 키로데이에는 개발, 기획, 디자인, 마케팅, 경영지원 등 다양한 직군의 임직원 100여명이 참석해 AI를 업무에 적용하는 방법과 실무 경험을 공유함 / * 카카오페이손보는 개발·비개발 직군 구분 없이 모든 임직원이 AI를 업무에 자연스럽게 활용할 수 있는 환경을 조성할 계획임",뉴시스,https://n.news.naver.com/mnews/article/003/0014066553?sid=101,2
2026-07-14 16:15,NH농협카드,NH,"NH농협카드, ‘zgm 저장체크카드’ 출시 [코주부]",* NH농협카드가 브랜드 홍보모델 박지훈을 앞세운 ‘zgm 저장체크카드’ 출시를 기념해 고객 참여형 이벤트를 마련함 / * 카드 이용 고객에게 한정판 굿즈를 제공하는 것은 물론 유튜브와 인스타그램을 활용한 SNS 이벤트도 함께 진행해 젊은 고객층과의 접점을 확대하고 경품으로는 박지훈 친필 사인이 담긴 폴라로이드 사진과 포토카드가 포함된 사원증 등이 준비됨 / * NH농협카드는 차별화된 굿즈와 다양한 디지털 마케팅을 통해 MZ세대와의 소통을 확대해 나갈 방침임,서울경제,https://n.news.naver.com/mnews/article/011/0004641483?sid=101,2
2026-07-14 15:35,신한은행,신한,신한은행 ‘신용평가모형’ 효과…서민 642명에 추가 대출,"* 신한은행이 서민 대출심사에 대안 신용평가 모형을 적용하면서 기존에는 대출이 어려웠던 서민 642명에게 68억 원의 자금을 추가 공급함 / * 신한은행은 3월 25일부터 9일까지 새희망홀씨대출에 대안 신용평가 모형을 적용해 총 9126명에게 9650건, 1363억 원의 대출을 실행했으며 기존 모형 대비 증가율은 금액 기준 5.3%, 건수 기준 8.1%, 고객 수 기준 7.6%임 / * 신한은행은 포용금융 2.0 ON의 일환으로 서민금융 공급 확대를 추진 중이며 앞으로 모형 적용 고객의 상환 현황과 연체율 등 사후 성과를 점검하면서 건전성 관리와 서민금융 공급 확대를 병행할 계획임",서울경제,https://n.news.naver.com/mnews/article/011/0004641463?sid=101,2
2026-07-14 15:20,NH농협생명,NH,"[박수진의 금융人] NH농협생명 박병희, '보장성·AI' 승부수…수익성 반...",,,http://www.newswatch.kr/news/articleView.html?idxno=80423,2
2026-07-14 15:06,신한금융,신한,"신한금융, 'AI 전환 DNA' 사회공헌으로 확산",* 신한은행이 Tech봉사단을 통해 어린이 AI 코딩 체험 교실을 열고 디지털 금융 교육을 제공함 / * 어린이들은 AI 로봇을 조립하고 프로그래밍하며 AI 기술의 원리와 디지털 금융의 기초를 배우고 있음 / * 신한금융그룹이 AI 전환을 사회공헌 영역으로 확산시키고 지역 디지털 격차 해소를 위해 교육 기회를 제공할 계획임,,https://www.straightnews.co.kr/news/articleView.html?idxno=307013,5
2026-07-14 14:48,NH투자증권,NH,"NH투자증권, 목표전환형랩 고객 세미나 개최…AI·반도체 중심 하반기 투...",* NH투자증권이 목표전환형랩 고객을 대상으로 하반기 투자전략과 시장 전망을 공유하는 세미나를 개최함 / * 세미나에서 인공지능과 반도체를 중심으로 한 구조적 성장 산업과 변동성 장세에 대응하는 자산배분 전략을 제시함 / * 하반기 투자전략과 시장 전망을 공유하며 투자자들의 관심을 모으고 투자자들에게 유용한 정보를 제공함,,https://www.megaeconomy.co.kr/news/newsview.php?ncode=1065590901443696,4
2026-07-14 14:45,NH농협은행,NH,"NH농협은행, 하반기 생산적·포용금융 특화 신상품 출시한다",* NH농협은행이 하반기 생산적 금융과 농업인 포용금융을 위한 신상품 개발과 제도 개선을 추진함 / * 강태영 NH농협은행장이 상품 및 규정·제도 업무 담당 직원들과 소통 행사를 통해 하반기 사업 방향을 밝히고 고객 중심의 금융상품 개발과 제도 개선을 위한 노력과 현장 의견을 청취함 / * NH농협은행이 고객과 농업인에게 더 큰 가치를 제공하기 위한 차별화된 신상품 개발과 제도 개선을 지속해서 추진할 방침임,전자신문,https://n.news.naver.com/mnews/article/030/0003447649?sid=101,2
2026-07-14 14:08,신한라이프,신한,"신한라이프, 시니어 고객 자산관리 세미나 성료",* 신한라이프가 시니어 고객을 대상으로 자산관리 세미나를 성료함 / * 세미나에서 전문가가 시니어 고객의 자산관리 전략과 금융상품을 소개하고 자문함 / * 시니어 고객의 금융 안정과 자산관리 지원을 강화 중임,,https://www.cnbnews.com/news/articleView.html?idxno=1008056,4
2026-07-14 13:58,KB국민카드,KB,"[보험·카드24시] KB국민카드, '트래블러스 체크카드' 서비스 개편 外",,,https://news.dealsitetv.com/articles/173266,2
2026-07-14 13:30,하나금융,하나,"하나금융, 15년 만에 '청라 시대' 연다… 금융·디지털 인력 4000명 집결","* 하나금융그룹이 오는 9월 인천 청라국제도시로 주요 계열사를 이전하며 새로운 그룹 통합경영 체제 구축에 나서함 / * 하나금융지주와 하나은행 등 10개 관계사 임직원 약 2200명을 단계적으로 배치하고 기존 청라 통합데이터센터와 하나금융티아이 근무 인력까지 합치면 청라에서 일하는 금융·IT 인력은 약 4000명에 달할 전망임 / * 금융지주와 은행, 증권, 카드, 캐피탈, 보험 등 주요 계열사의 핵심 인력이 같은 공간에서 근무하면 상품 개발과 고객 데이터 분석, 리스크 관리, 디지털 서비스 출시 과정에서 발생하던 조직 간 물리적 거리를 줄일 수 있고 금융산업 생태계가 형성될 가능성도 있음",,http://www.biztribune.co.kr/news/articleView.html?idxno=355907,2
2026-07-14 12:36,네이버페이,핀테크,"전세사기 위험정보, 다방·직방·네이버페이서 확인한다","* 국토교통부와 주택도시보증공사(HUG)가 민간 부동산 플랫폼과 정보연계 협약을 체결함 / * 임대차 통합정보시스템을 통해 등기와 확정일자, 전입신고, 임대차거래, 건축물, 체납정보 등을 연계·분석하고 위험정보를 민간 플랫폼에서도 확인할 수 있게 됨 / * 안심전세앱을 통해 서비스를 시작하고 이후 다방, 직방, 한방, KB부동산, 네이버페이 부동산 등 민간 플랫폼과 지방정부 서비스에도 연계해 접근성을 높일 계획임",,https://www.bizwork.co.kr/news/articleView.html?idxno=417267,2
2026-07-14 12:02,우리은행,우리,정진완 우리은행장의 구상…데이터를 영업 현장으로,"* 우리은행이 하반기 조직개편을 통해 고객 데이터 분석부터 상품·채널 전략, 영업 실행까지 한 조직에서 추진하는 리테일 영업 체계를 구축함 / * 리테일 관련 조직을 통합한 컨트롤타워를 신설하고 디지털 조직에 속했던 마이데이터 조직을 영업 조직으로 옮겨 고객 데이터를 실제 영업 현장에서 활용하는 데 초점을 맞추고 있음 / * 데이터 분석 결과가 실제 영업 전략과 현장 실행으로 이어지기 위한 조직 개편으로 데이터를 기술 영역이 아닌 영업 경쟁력 강화 수단으로 활용하겠다는 의지가 반영됨",,https://dealsite.co.kr/articles/165209,2
2026-07-14 11:26,네이버페이,핀테크,이웃과 ‘티키타카’하면 네이버페이 받는다…‘티키타카페’ 모집,* 네이버가 이웃과 소통하는 네이버페이 혜택 이벤트를 진행함 / * 네이버 일상 카페 대상으로 게시글과 댓글 미션을 완료하면 총 2억 원 상당의 혜택을 받을 수 있음 / * 네이버페이 사용을 확대하고 이용자 간의 소통을 증대시키는 것을 목표로 함,,https://www.sentv.co.kr/article/view/sentv202607140071,2
2026-07-14 11:26,케이뱅크,핀테크,최우형 케이뱅크 'SOHO' 금융 라인업 '결제'까지 확장했다 : 현대카드와...,"* 케이뱅크가 현대카드와 협약을 맺고 개인사업자 전용 신용카드인 '케이뱅크 BUSINESS 현대카드'를 출시함 / * 이 카드는 케이뱅크 '사장님통장'을 보유한 개인사업자가 전용 애플리케이션을 통해 신청할 수 있으며, 온라인 쇼핑과 유료 멤버십, 디지털 콘텐츠 서비스 결제 금액의 10%를 M포인트로 적립해 줌 / * 케이뱅크는 개인사업자 특화 상품 라인업을 '수신-여신-결제'로 완성하며, 개인사업자의 성장을 지원하는 금융 서비스를 확대할 방침임",,https://www.huffingtonpost.kr/article/258703,2
2026-07-14 11:20,현대카드,비지주,"현대카드, 케이뱅크 협업…개인사업자 제휴카드 공개","* 현대카드가 케이뱅크와 협업을 통해 개인사업자 제휴카드인 '케이뱅크 BUSINESS 현대카드'를 출시함 / * 이 카드는 사업 관련 지출과 생활 소비 영역에서 적립을 모두 제공하며, 지정 업종에서 결제금액의 10%를 월 최대 4만M포인트까지 적립하고, 국내외 모든 가맹점에서는 결제금액의 1%를 M포인트로 쌓을 수 있음 / * 현대카드는 개인사업자의 사업 운영에 도움이 되는 차별화된 상품과 서비스를 지속적으로 선보일 계획임",더팩트,https://n.news.naver.com/mnews/article/629/0000515855?sid=101,3
2026-07-14 11:20,신한은행,신한,서울 중구서 열린 AI 코딩 체험 교실… 신한은행의 디지털 금융 교육 눈...,* 신한은행이 서울 중구 신한익스페이스에서 초등학생 대상 AI 코딩 체험 교실을 개최함 / * 이 행사에서 어린이들은 AI 로봇을 조립하고 프로그래밍하며 AI 기술의 원리와 디지털 금융의 기초를 학습함 / * 신한은행의 디지털 금융 교육을 통해 어린이들의 디지털 환경 이해도를 높이고 금융 교육의 기회를 제공함,,https://www.gokorea.kr/news/articleView.html?idxno=872032,2
2026-07-14 11:14,우리카드,우리,"우리카드, 걸밴드 QWER과 협업 'QWERTY 체크' 출시...잘파세대 공략","* 우리카드가 걸밴드 QWER와 협업해 'QWERTY 우리카드 체크'를 출시함 / * 카드 혜택은 젊은 층의 소비 경로에 맞춰 설계되어 온라인 쇼핑몰과 간편결제, 커피전문점, 배달 애플리케이션, OTT 서비스 이용 시 5% 캐시백을 제공함 / * 우리카드는 신상품 출시를 기념해 프로모션을 전개하며, 고객의 세분화된 취향과 관심사를 반영한 맞춤형 상품과 이벤트를 지속적으로 선보일 방침임",,https://www.businesskorea.co.kr/news/articleView.html?idxno=272990,2
2026-07-14 11:00,현대해상,비지주,"현대해상, 보험산업 구조개편 최대 수혜 기대…수익중심 경영 지속",,,https://www.upkoreanews.kr/news/articleView.html?idxno=99273,2
2026-07-14 10:52,KB국민은행,KB,KB국민은행-NICE디앤알 ‘맞손’…중소기업 대금체불 예방 지원,* KB국민은행이 NICE디앤알과 협약을 맺고 중소기업의 대금 지급 안정성과 근로자 임금 보호를 강화하는 포용금융 서비스를 도입함 / * 노무비닷컴을 활용해 공사대금과 노무비 체불을 예방하기 위한 협력 체계를 구축하고 KB하도급지킴이통장에 신탁 방식을 도입해 공사대금이 안전하게 지급될 수 있도록 지원함 / * 금융과 디지털 플랫폼을 결합한 포용금융 서비스로 중소기업과 근로자가 모두 혜택을 받을 수 있는 상생 모델 구축에 초점을 맞추고 중소기업의 자금 관리 부담을 줄이고 거래 안정성을 높일 계획임,,https://www.viva100.com/article/20260714500518,2
2026-07-14 10:40,현대카드,비지주,"[경제일보] 현대카드, 애플페이 독점 장기화에 반사이익…경쟁사 연내 ...",,,https://www.ajunews.com/view/20260710152952465,2
2026-07-14 10:26,하나은행,하나,"하나은행, 미국으로 해외 송금 단 1분만에","* 하나은행이 해외송금 서비스를 시작함 / * 하나은행의 '패스트-핏(Fast-Fit) 송금 서비스'는 미국 JP모건체이스뱅크와 뱅크오브아메리카로 송금 시 최단 시간 1분 안에 수취인 계좌로 입금이 완료되고, 송금을 보내기 전 수수료와 수취인이 받을 금액을 미리 확인할 수 있으며, 송금 후에는 진행 상태를 실시간으로 확인할 수 있음 / * 하나은행은 국내 은행 중 유일하게 해당 서비스에 참여해 미국으로 Fast-Fit 송금 서비스를 선보였으며, 호주·캐나다 등으로 송금 대상 국가를 확대할 계획임",지디넷코리아,https://n.news.naver.com/mnews/article/092/0002430428?sid=105,2
2026-07-14 10:23,신한은행,신한,"신한은행, 비즈메이트 사업자번호 기반 전환…기업 업무 플랫폼 정비","* 신한은행이 기업 업무 지원 서비스 '신한비즈메이트'를 사업자번호 기반 서비스로 개편함 / * 신한비즈메이트 서비스 이용 대상을 개인에서 사업자등록번호를 보유한 법인과 개인사업자로 개편하고, 사업자번호마다 등록된 관리자회원이 계정을 관리하는 구조로 바뀜 / * 기업 고객이 은행 플랫폼에서 자금 거래뿐 아니라 직원별 권한 관리와 업무 지원 기능을 함께 이용할 수 있게 되어 은행 입장에서는 기업 거래 기반을 넓힐 수 있는 효과가 있음",전자신문,https://n.news.naver.com/mnews/article/030/0003447491?sid=101,2
2026-07-14 10:09,신한은행,신한,"신한은행, 초등생 AI 코딩교실…하반기 광주·부산으로 확대",* 신한은행이 서울 중구 명동 신한익스페이스에서 초등학생을 대상으로 ‘어린이 AI 코딩 체험 교실’을 진행함 / * 어린이들이 인공지능(AI) 로봇을 직접 조립하고 프로그래밍하며 AI 기술의 원리를 익힐 수 있도록 마련된 교육임 / * 신한은행은 하반기부터 교육 지역을 광주와 부산으로 확대하고 지역 어린이들에게 AI와 디지털 금융 교육 기회를 제공할 방침임,디지털데일리,https://n.news.naver.com/mnews/article/138/0002234103?sid=101,3
2026-07-14 09:57,카카오페이,핀테크,"카카오페이손해보험, 전 임직원 AI 활용 확대를 위한 'Kiro Day' 개최",* 카카오페이손해보험은 전 임직원을 대상으로 AI 활용 확대를 위한 'Kiro Day'를 개최함 / * 개발 직군과 비개발 직군이 함께 AI 활용 경험과 실무 노하우를 공유하고 전사적으로 AI 기반 업무 문화를 확산하기 위해 마련된 행사임 / * 카카오페이손해보험은 앞으로 모든 임직원이 AI를 일상적인 업무 도구로 활용할 수 있도록 교육과 사례 공유를 이어갈 계획임,디지털데일리,https://n.news.naver.com/mnews/article/138/0002234095?sid=101,2
2026-07-14 09:56,KB캐피탈,KB,"KB캐피탈, 올해 AI 에이전트 10개 도입…업무 혁신 속도",* KB캐피탈이 올해 AI 에이전트 10개 도입을 목표로 함 / * KB캐피탈은 현업 중심의 AI 에이전트 발굴과 업무 혁신을 추진하고 있으며 사내 'AI Crew' 제도를 운영해 AI 활용 문화를 확산하고 관련 인재를 체계적으로 육성할 계획임 / * KB캐피탈은 전사적인 AI 활용 체계를 구축하고 디지털 혁신을 지속적으로 추진해 고객에게 보다 편리하고 차별화된 금융 서비스를 제공하겠다는 방침임,,https://www.ajunews.com/view/20260714095306880,2
2026-07-14 09:54,카카오페이,핀테크,"카카오페이손보, AI 활용 전 직군으로 확대…‘업무 기본 도구’ 전환 ...",,,https://www.viva100.com/article/20260714500294,2
2026-07-14 09:45,비씨카드,비지주,"비씨카드, 대학생 서포터즈와 '중국 QR 결제' 이용 활성화 나서","* 비씨카드는 중국 현지 QR 결제 서비스 홍보와 국내 유학생 대상 실무 경험 제공을 위해 '유니온페이 QR 서포터즈'를 운영 중임 / * 서포터즈는 중국 주요 대학에 재학 중인 한국인 유학생들로 구성되어 있으며, 중국을 방문하는 한국인 관광객과 교민에게 국내 앱 기반 유니온페이 QR 결제를 알리고 이용 편의성을 높이기 위해 활동 중임 / * 중국 정부의 한국인 대상 무비자 정책 시행 이후 중국을 찾는 한국인이 증가하면서 현지 QR 결제 이용도 함께 증가하고 있어, 비씨카드는 서포터즈를 통해 양국 이용자들의 결제 편의성을 높이고 한·중을 잇는 대표 기업으로서의 역할을 더 확대해 나갈 계획임",전자신문,https://n.news.naver.com/mnews/article/030/0003447433?sid=101,2
2026-07-14 09:39,경남은행,지방,[BNK경남은행 소식] 한화모멘텀과 이차전지 산업 금융지원 협약 등,* BNK경남은행이 한화모멘텀과 이차전지 산업 금융지원 협약을 체결함 / * 일반대출과 외국환 패키지 등 맞춤형 금융서비스를 제공하고 한화모멘텀 임직원을 위한 금융 혜택 지원에도 협력하기로 함 / * 지역 첨단 제조기업에 대한 금융 지원을 확대하고 이차전지 산업 기반을 강화하기 위한 것으로 BNK경남은행은 미래산업 분야 기업과의 협력을 지속 확대할 계획임,동행미디어 시대,https://n.news.naver.com/mnews/article/417/0001151525?sid=102,2
2026-07-14 09:39,NH아문디자산운용,NH,"NH아문디자산운용, 美 광통신 핵심 기업 10곳 담은 ETF 출시","* NH아문디자산운용이 미국 광통신 밸류체인 내 핵심 기업을 담은 'HANARO 미국AI광통신TOP10' ETF를 신규 상장함 / * HANARO 미국AI광통신TOP10은 미국 AI 광통신 산업을 이끄는 대표 10개 기업에 집중 투자하는 상품으로 주요 구성종목은 마벨 테크놀로지 그룹, 코히런트, 루멘텀 홀딩스, 코닝 등임 / * NH아문디자산운용은 광통신 산업이 장기간 성장성을 가진 업종이라고 보고 공동패키징광학 기술의 상용화와 대규모 자본지출이 광통신 산업 전반으로 확산하면서 성장할 것으로 기대함",머니투데이,https://n.news.naver.com/mnews/article/008/0005385584?sid=101,2
2026-07-14 09:29,신한금융,신한,"유엠브이기술, 신한금융·JT친애저축은행에 AI 웹쉘 탐지 솔루션 공급","* 유엠브이기술이 신한금융그룹과 JT친애저축은행에 AI 기반 웹쉘 탐지 솔루션 'WSS AI'를 공급함 / * WSS AI는 웹서버에 업로드돼 원격 명령 실행 등을 가능하게 하는 악성 스크립트를 찾아내는 웹쉘 탐지 솔루션으로, 실제 운영 환경을 기반으로 AI 탐지 및 분석 성능과 오탐·미탐 최소화 수준 등을 종합적으로 검증받은 후 공급 결정됨 / * 유엠브이기술은 금융권 및 금융 IT 서비스 환경에서 WSS AI의 기술력과 안정성을 인정 받은 사례로 평가하며, 앞으로도 웹쉘 보안 분야에서 축적한 전문성을 바탕으로 AI 기반 보안 기술 혁신을 이어가며 고객의 안정적인 비즈니스 환경 구축에 기여할 계획임",전자신문,https://n.news.naver.com/mnews/article/030/0003447411?sid=105,2
2026-07-14 08:49,NH농협손해보험,NH,"NH농협손해보험, AI시대 소비자 권익 보호 강화 방안 논의","* NH농협손해보험은 2026년 제1차 소비자권익보호위원회를 개최하고 AI시대 소비자 권익 보호 방안을 논의함 / * 금융취약계층 보호 및 소비자 피해 구제 체계 강화와 AI 기반 서비스의 공정성과 투명성, 설명 가능성을 높이는 방안을 논의함 / * 소비자 권익 보호와 소비자 중심 경영을 강화하고 완전판매 모니터링과 만기 안내 업무에 이미 AI 음성봇을 도입하고 고객센터 전반으로 AI 서비스를 확대할 방침임",뉴스1,https://n.news.naver.com/mnews/article/421/0009057483?sid=101,2
2026-07-14 08:48,KB자산운용,KB,"""스페이스X·테슬라를 한 번에""...KB자산운용 'RISE 미국우주&로봇TOP2미...","* KB자산운용이 미국 우주 산업과 휴머노이드 로봇 산업의 성장성에 투자하면서도 안정성을 높인 채권혼합형 상장지수펀드(ETF)를 선보임 / * 이 ETF는 비상장 우주기업 스페이스X와 전기차·인공지능(AI) 기업 테슬라를 각각 25%씩 편입하고, 나머지 50%는 미국 단기국채에 투자하는 채권혼합형 ETF임 / * 미래 산업의 성장성과 안정성을 동시에 추구하는 장기 연금 투자자에게 적합한 상품으로, 개인연금과 퇴직연금 계좌에서 100% 투자할 수 있는 점도 특징임",,https://www.youthdaily.co.kr/news/article.html?no=222915,2
2026-07-14 07:00,하나금융,하나,‘지분 투자’ 하나금융부터 ‘글로벌 동맹’ 신한·KB까지…가상자산...,,,https://www.ceoscoredaily.com/page/view/2026071315373256208,2
2026-07-14 05:10,삼성생명,비지주,보이스피싱 피해 'ZERO' 현실로 만든 삼성생명,* 삼성생명이 '2026 대한민국 금융소비자권익대상' 공모에서 '금융소비자보호상'을 수상함 / * 보이스피싱 적발 피해를 줄이고 보험업권 최초로 이상금융거래탐지시스템(FDS)을 구축해 각종 보이스피싱과 금융사기범죄를 효율적으로 예방함 / * 보이스피싱 피해를 근절해 안전한 금융환경 조성에 앞장설 계획임,머니투데이,https://n.news.naver.com/mnews/article/008/0005385466?sid=101,2
2026-07-14 05:10,우리은행,우리,'인터넷뱅킹 전자점자 서비스' 4대은행 최초로 도입한 우리은행,* 우리은행이 '2026 대한민국 금융소비자권익대상' 공모에서 '소비자권익상품상'을 수상함 / * 인터넷뱅킹 전자점자 서비스를 도입하고 고객의견 청취를 위한 패널을 운영하며 금융취약계층 보호를 위한 다양한 서비스를 제공함 / * 금융소비자권익상품상 수상은 우리은행의 금융소비자 보호 노력의 결과임,머니투데이,https://n.news.naver.com/mnews/article/008/0005385464?sid=101,2
2026-07-14 05:10,신한카드,신한,"신한카드, 선제예방으로 보이스피싱 피해 187억원·767명 막아",* 신한카드가 2026 대한민국 금융소비자권익대상 대상 수상함 / * 신한카드는 데이터와 기술을 결합한 예방 체계를 고도화해 보이스피싱 피해를 막고 고객 민원도 줄임 / * 신한카드는 데이터 기반 예방 체계를 바탕으로 모두가 편리한 금융과 가장 신뢰받는 금융사를 구현할 방침임,머니투데이,https://n.news.naver.com/mnews/article/008/0005385473?sid=101,2
2026-07-14 05:10,신한은행,신한,'AI로 치매머니 지킨다' 피싱 안전망 촘촘히 세운 신한은행,,머니투데이,https://n.news.naver.com/mnews/article/008/0005385471?sid=101,2
2026-07-14 02:42,JP모건,해외,"블랙록·JP모건까지 동참...리플, 88조 달러 영국 디지털 국채 시장 진출",* 리플은 블랙록과 JP모건을 포함한 54개 기업과 기관이 참여하는 영국 금융시장 토큰화 작업반에 합류함 / * 영국 정부는 도매 금융시장을 블록체인으로 전환하면 2035년까지 약 88조 달러의 토큰화 실물자산 시장을 창출할 수 있을 것으로 전망하고 있음 / * 작업반은 향후 12개월 동안 디지털 국채인 DIGIT 출시와 담보 시장의 디지털 전환을 우선 추진하고 2027년까지 토큰화 환매조건부채권 거래의 실제 환경에서의 시험을 진행할 계획임,,http://coinreaders.com/247491,2
